Unnamed: 0,author,date,text,label,video,LF1,LF2,LF3,LF4,LF5,LF6,LF7,LF8,LF9,LF10,major_label
342,Jahmir Roberts,2015-04-12T17:00:09.472000,We can have a party next shareï»¿,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
343,lacy mclean,2015-03-23T01:01:36.343000,Check out this playlist on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
344,Desert Loner,2014-12-25T19:52:25.333000,want a sub? tell me about your channel and i will subscribe (with a couple exceptions)ï»¿,1,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
345,FunCircUS,2015-05-22T14:43:16.180000,And iÂ´m Shufflin still today :Dï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
346,Damn Son,2015-05-19T03:49:19.732000,Thumbs up if FE-FE-FE-FE-FEGELEIN brought u hereï»¿,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
347,creeperx 945,2015-05-20T00:31:13.204000,Loves itï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
348,Ernad Smailovic,2015-05-25T07:44:47.054000,Likeeeeï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
349,Cheryl Fox,2015-05-28T17:49:35.294000,Party Rock....lol...who wants to shuffle!!!ï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
350,BMB Beats,2015-01-05T21:33:38.426000,"<a href=""http://www.gofundme.com/Helpmypitbull"">http://www.gofundme.com/Helpmypitbull</a> Can you please donate to help my pitbull PLEASE!!! I just need 50 dollars to take it to the vet!!!ï»¿",1,3,1,-1,1,1,-1,-1,-1,-1,-1,-1,1
351,Xan Harmer,2015-05-26T06:19:34.669000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
352,Happy Panda,2015-02-12T01:14:44.306000,Like this comment for no reason.ï»¿,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
353,jefflynnejp,2015-04-18T22:02:00.446000,Check out this video on YouTube: ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
354,Meneer Mandje,2015-05-26T11:51:10.891000,Ah. Good old times (:ï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
355,Epic Gaming,2015-05-28T20:07:20.610000,wierd but funnyï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
356,2015-05-27T17:28:08.014000,Thumbs up if you watched it in 2011ï»¿,,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
357,Emily Horposniac,2015-03-19T10:33:00.987000,Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ï»¿,1,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
358,footboxG,2014-08-03T22:28:17.610000,Subscribe to my channel !ï»¿,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
359,Ð°Ð»ÐµÐºÑÐµÐ¹ Ð°Ð»Ð³Ð°ÐµÐ²,2015-02-01T15:51:59.518000,Hello from Russia comes to the channel subscribeï»¿,1,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,ulvi ualiyev,2015-05-27T10:49:29.568000,NICE GIRL :Dï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
361,Lxflys yolo,2015-05-17T03:57:28.997000,Let get this video to one billion viewsï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
362,Kassidy Norris,2014-12-18T22:33:26.485000,Check out this video on YouTube:loï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
363,Ê„É›É›Å‹Ä±É› áƒªÉ›É›Å‹Ä±É›,2015-05-17T00:45:35.581000,Its 2015 and still shuffling to this songðŸŽ¶ðŸŽµðŸŽ§ï»¿,0,3,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
364,Madagascar Tropic Voyage,2015-05-26T16:02:07.100000,Niceï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
365,Marshmallow Kingdom,2015-05-20T12:38:04.230000,BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!ï»¿,0,3,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0
366,AUSENCIO garrido,2014-12-17T02:33:31.397000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
367,THE AMAZING MOVIE MAKING NAD GAMING TOM BURKE,2015-04-11T20:32:48.515000,Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their nowï»¿,1,3,1,1,-1,1,-1,1,-1,-1,-1,0,1
368,Law Halkett,2015-03-29T07:12:48.792000,Check out this video on YouTube:      <br />ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
369,Alfred zipagan,2015-03-16T01:01:51.652000,like this comment if ur watching this on 2015Â ï»¿,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
370,Lisa UKGirl,2014-07-26T18:46:28.500000,Hey plz check out my music video. Thanks!! :-)ï»¿,1,3,1,-1,-1,1,-1,1,-1,-1,-1,0,1
371,Alexis Dean,2015-05-18T15:00:30.430000,Its funny because I listen to rock and death metal. But i like this.ï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
372,Jaymes Michie,2014-11-11T18:01:00.198000,Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ï»¿,1,3,1,-1,-1,-1,0,1,-1,-1,-1,0,1
373,Matheus Macedo,2014-07-21T04:24:24.585000,NICE :3ï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
374,jesus sanchez,2015-05-25T05:37:32.023000,2015 &lt;3ï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
375,Alenaid Zeledon,2014-09-18T19:21:53.622000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
376,sheerwill,2015-05-18T13:01:00.402000,I like this song<br />ï»¿,0,3,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
377,Renee Nelson,2014-07-23T22:23:47.235000,Good videoï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
378,Hamza Hamza,2015-03-15T14:03:27.801000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
379,edge mango,2015-05-19T12:40:24.071000,"OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xDï»¿",0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
380,Synchronizedâ„¢ Nightcore,2015-05-15T14:58:48.131000,Do not like this comment if you are not watching in 2004ï»¿,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
381,latisha garcia,2015-03-09T00:33:08.463000,Check out this playlist on YouTube: I triedï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
382,Vivid Phantasm,2015-01-31T23:42:34.531000,Men stop being naive idiots believing in love and believing that women actually respect you. Â Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1
383,SuperPanic3,2015-01-17T20:26:39.026000,LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)ï»¿,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
384,Andy FunnyVideos,2015-05-25T16:33:18.843000,"the views...... They&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ï»¿",0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
385,Ioan Meruta,2015-01-22T23:31:42.316000,"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>ï»¿",1,3,1,-1,1,-1,-1,-1,0,-1,-1,-1,1
386,ItsJoey Dash,2014-07-22T10:04:05.755000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ï»¿,1,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
387,James Marrin,2014-10-05T01:41:04.984000,Check out my YouTube channel I can rapï»¿,1,3,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
388,javiera fracisca labrin,2015-05-17T19:43:43.872000,this very good so I dance with some companions front of the whole schoolï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
389,ignacio diaz palma,2015-05-24T16:10:47.020000,5 years... ï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
390,allen webb,2015-02-28T21:01:42.150000,Check out this playlist on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
391,Beatriz A York,2014-12-25T19:20:32.982000,Check out this playlist on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
392,LemonSpy_,2015-05-21T03:30:25.794000,"Damn, this was everywhereï»¿",0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
393,FreddyLegends Songs,2015-05-11T20:43:01.326000,IIIIIIIIIII LOVE THIS SHAKE IT SONG OH SORRY EVERY SHAKE IT SONG I LIKE WATCH SUBSCRIBE AND NEVER UNLIKE BROOOOO!!!!!!!!!!! SHAKE IT UPï»¿,1,3,-1,1,-1,-1,0,-1,-1,-1,-1,0,0
394,Will Smith,2014-12-22T04:56:24.257000,Check out this playlist on YouTube:plï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
395,Janja KmetiÄ,2014-12-17T15:37:12.685000,Check out this video on YouTubeï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
396,OfficialBladeDoesGaming,2015-05-17T11:03:22.388000,Best song everï»¿,0,3,-1,-1,-1,-1,0,-1,0,-1,0,-1,0
397,Simply Terrell,2014-12-26T11:17:56.976000,Subscribe to my channel <br />Tweet &amp; Follow me on twitter //therealterrell_ <br />And I will follow you back ðŸ‘€ï»¿,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
398,Sami Nashawi,2014-10-29T15:28:53.402000,SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!ï»¿,1,3,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1
399,vipman yea,2015-05-22T19:29:46.566000,4 fucking years are fucking past so fucking fast fuck.....ï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
400,Ben Smith,2014-12-10T16:53:09.604000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
401,Jasmin Lopez,2015-05-20T03:52:41.589000,I like how the robot shuffles he shuffles goodï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
402,Sandra Barrett,2015-05-17T13:02:04.359000,Party in da ðŸ  tonight ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
403,ownpear902,2014-07-22T18:44:36.299000,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>ï»¿",1,3,-1,-1,1,-1,-1,1,-1,-1,-1,0,1
404,Sana Kashif,2015-05-23T20:55:07.056000,Niceï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
405,LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noiseï»¿,1,3,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
406,eliÅ¡ka Å¾Ã¡kovÃ¡,2015-05-26T19:59:04.606000,CUTEÂ  :)ï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
407,jessie J,2015-01-08T16:16:52.163000,Check out this video on YouTube:Qqï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
408,LaS Music,2015-05-28T19:23:35.355000,"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>ï»¿",1,3,1,-1,1,-1,0,1,-1,-1,-1,0,1
409,jose delacruz,2015-02-03T21:44:11.740000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
410,TheLjc808,2015-02-10T19:48:56.558000,"Youtube comments in a nut shell:<br /><br />.First<br />.301 club<br />.Skip to <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m57s"">3:57</a> and close your eyes<br />.Advertisements<br />.like this comment for no reason<br />.Christianity arguements<br />.Other religious arguements<br />.Console wars<br />.#PCMASTERACE<br />.Trolls<br />.&quot;How is there 1 million views on the this video if theres online 10 people on earth/<br />.Complaints<br />.Pewdiepie fangirls<br />.Minecraft scrubs<br />./r/MontageParodies<br /><br /><br />AND ANY OTHER SHIT!!ï»¿",1,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
411,nienke de kimpe,2015-05-25T07:14:26.531000,Coolï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
412,reesekupp24,2015-05-14T14:10:58.987000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
413,Salah DK,2014-07-22T13:45:20.355000,awesomeï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
414,Captain Liverpool,2015-03-31T13:56:40.139000,please suscribe i am bored of 5 subscribers try to get it to 20!ï»¿,1,3,-1,1,-1,1,-1,-1,-1,-1,-1,0,1
415,â€«ØºØ§Ø±Ø¯ÙŠÙ†Ø§ Ø®Ø§Ù„Ø¯â€¬,2015-01-12T06:06:06.398000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
416,rbsully,2015-01-09T03:44:56.996000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
417,RandomFuntime,2014-08-04T13:27:47.451000,"Hey I&#39;m a British youtuber!!<br />I upload Weekly!! <br />It would mean the world if you could subscribe!!<br />Thanks,Joyce!!<br />ï»¿",1,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
418,Lolumad66,2015-05-21T19:41:48.565000,Best song ever made i swear :D i still hear even doe it old!! who else?ï»¿,0,3,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
419,mariela guzman,2015-05-02T03:56:24.560000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
420,Paige Lebrun,2015-05-26T23:25:22.172000,"LMFAO - Party Rock Anthem ft. Lauren Bennett, Gooâ€¦: <a href=""https://youtu.be/KQ6zr6kCPj8"">https://youtu.be/KQ6zr6kCPj8</a>     <br />BOX MAN GOT SOME MOVES! :D HE MAKES MEH SMILEï»¿",0,3,-1,-1,1,-1,-1,-1,-1,-1,0,0,0
421,Lemon Slices,2015-05-25T02:12:17.753000,Omg it&#39;s going to have 1bi views!ï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
422,Merle Walton,2015-05-26T12:53:14.308000,Love this video and the song of courseï»¿,0,3,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
423,Eduardo Salgado Uresti,2015-05-20T13:16:34.752000,Thumbs up if shrek is gay ðŸ‘ï»¿,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
424,Tala sweet,2015-05-21T14:15:23.860000,Best song for everðŸ’œðŸ’œðŸ˜¢<br />ï»¿,0,3,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0
425,Thejaynetts,2015-05-23T00:53:59.385000,Never get old ï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
426,Sinaloence LiveUniverseI,2015-04-29T03:58:06.452000,I like This Comment and do not kill :Pï»¿,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
427,Ashton Larsen,2015-05-11T03:48:24.272000,Check out this playlist on YouTube:mï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
428,Jessica Benavides ,2015-05-26T04:15:04.528000,Check out this video on YouTube:<br />ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
429,DrPunkable,2015-05-20T17:39:26.476000,"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.ï»¿",1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
430,JR6GAMING,2015-05-22T02:08:09.304000,lets get it to 1 BILLIONï»¿,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
431,crazy girl,2015-05-23T23:26:05.305000,tensionâ¤´ï¸Žâ¤´ï¸Žï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
432,SoulInChains00,2015-05-27T18:28:25.926000,PARTY ROCK (8) ~ï»¿,0,3,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
433,Andrea Incollingo,2015-04-21T14:52:10.879000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
434,Roham 11,2015-05-22T20:42:29.523000,Strong messages in every  song I&#39;ve  heard.ï»¿,0,3,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
435,Rafael Diaz Jr,2015-01-25T20:57:46.039000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
436,Sebastian Garcia,2014-10-16T00:50:14.327000,great l subscribeï»¿,1,3,-1,1,-1,-1,-1,-1,0,-1,-1,0,0
437,caitlyn keffer,2014-12-06T19:45:01.381000,Check out this video on YouTube:ï»¿,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
0,Kyle Joyce,,Check out this video on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
1,ViperFoe,,"Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
2,Klaudia Marysol,,Check out this video on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
3,MrCurr3ncY,,Hey check out my channel!!!! Please,1,4,1,-1,-1,1,-1,1,-1,-1,-1,-1,1
4,Ke Vin a.k.a. Righteous,2015-05-24T01:57:20.995000,i want to smack this year boy in to foreverï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,moisi rrudha,2015-05-24T12:38:17.713000,super rihannaï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
6,real money,, subscribe to my feed,1,4,1,1,-1,-1,-1,-1,0,-1,-1,-1,1
7,Aurora Calvanelli,2015-05-27T18:00:23.754000,I love you!â¤âœ¨ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
8,Dominic Randall,,Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!,1,4,-1,1,-1,1,-1,1,-1,-1,-1,0,1
9,emily 13,2015-05-28T23:10:37.700000,i love song :)ï»¿,0,4,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
10,Dany PK,,SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE,1,4,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
11,canku alkan,,check out my new EM cover video trailer,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
12,Ikram Riani,2015-05-20T18:53:35.943000,I lovetï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
13,Cristian Sepulveda,2015-05-28T01:47:29.843000,"Rihana, Love Me. :(ï»¿",0,4,-1,-1,-1,-1,-1,-1,0,0,-1,0,0
14,RaMpAgE420,,Check out Berzerk video on my channel ! :D,1,4,1,-1,-1,-1,-1,1,-1,0,0,0,0
15,nataly gonzÃ¡lez,2015-05-19T21:49:18.833000,She looks like Megan FoxÂ ðŸ˜‚ xD!!ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
16,FreshX,,"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,M.E.S,,im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
18,Seth Ryan,2015-05-21T20:04:36.016000,Almost a billionï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
19,Seth Ryan,2015-05-21T20:04:26.473000,Great songï»¿,0,4,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
20,Joseph Jackson,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0
21,Martin GÃ©bele MUSIC,,"I shared my first song &quot;I Want You&quot;, and I hope you&#39;ll like it. Take a listen!âœŒï¸ðŸ˜Š <a href=""https://youtu.be/-YfUY4gKr1c"">https://youtu.be/-YfUY4gKr1c</a>ï»¿",1,4,1,-1,1,-1,0,-1,-1,-1,-1,-1,1
22,Lauralyn Karoll,,"<a href=""https://www.facebook.com/groups/100877300245414/"">https://www.facebook.com/groups/100877300245414/</a>ï»¿",1,4,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0
23,Nick Amodei,,"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?",1,4,1,1,-1,-1,0,-1,-1,-1,-1,-1,1
24,SIR JOHN,2015-05-07T02:28:12.704000,EMINEM the best EVER.ï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0
25,Sylvie Clinkemaillie,2015-05-26T16:53:49.753000,LOVE TROP FORT VOTRE  clipï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
26,King Kunta,2015-05-27T09:59:32.192000,Feels and emotions in this song...God damnï»¿,0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
27,iSmartKid,2015-05-28T03:27:18.079000,2015 but Im still listening to this!ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,William Davis,2015-05-28T22:42:19.185000,The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.ï»¿,0,4,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
29,Sandeep Singh,2015-05-23T17:51:58.957000,Charlie from LOSTï»¿,0,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
30,susie johnson,2015-05-28T17:27:31.425000,No-I hate The Way U LIe!!ï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
31,ferhan kifle,,Go check out eminem survival.,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
32,Belinda Mitchell,,Check out this playlist on YouTube:ï»¿,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
33,geraldine lopez,2015-05-20T23:44:25.920000,love the you lie the goodï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
34,Anthony Konstantinou,,Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE,1,4,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1
35,Josh Dummett,,Also check out D.j.j where do i go now and road to recovery,1,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
36,GreenStudioMashups,,check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
37,HEADSHOT946,,Look and shares my video please :D,1,4,1,-1,-1,1,-1,-1,-1,-1,0,0,0
38,Chris King,,Hey! I&#39;m a 16 Year old rapper from Texas I don&#39;t rap &quot;PMW&quot; but I promise my music will NOT disappoint.. Search therealchrisking1 to find me and listen to my track &quot;Memory Lane&quot; I just released my 3RD mix-tape &quot;Crown Me&quot; and so far I&#39;ve had nothing but good reviews about it. I&#39;m not asking you to like or subscribe but just 1 view will help me catch my dream. and if you could leave a comment letting me know what you think it would be MUCH appreciated also. Thank you.,1,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
39,awsome models,,plese subscribe to meï»¿,1,4,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1
40,rap classics,,check out my channel for rap and hip hop music,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
41,JuanPa Rap,2015-05-28T23:23:41.231000,Eminem is idol for very people in EspaÃ±a and Mexico or Latinoamericaï»¿,0,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
42,MajesticFlyingWhale,2015-05-25T22:38:00.654000,LOVE THIS SONG!!!ï»¿,0,4,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
43,twe enyss,2015-05-23T16:41:29.823000,"I love this-the talents of eminem and Skylar,works well togetherï»¿",0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
44,FaZe MinEz,,SUBSCRIBE TO ME! I MAKE MUSIC!,1,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
